organism,count
"gi|2363084593|ref|NR_180545.1| Ornithinicoccus soli strain XNB-1 16S ribosomal RNA, partial sequence",4
"gi|2363085045|ref|NR_180771.1| Microcella indica strain CTD02-10-2 16S ribosomal RNA, partial sequence",4
"gi|974142198|ref|NR_134718.1| Deinococcus radiotolerans strain C1 16S ribosomal RNA, partial sequence",4
"gi|2363081134|ref|NR_178810.1| Pararobbsia silviterrae strain DHC34 16S ribosomal RNA, partial sequence",4
"gi|2363080049|ref|NR_178241.1| Rhodopseudomonas telluris strain TUT3615 16S ribosomal RNA, partial sequence",4
"gi|343200716|ref|NR_041403.1| Sinomonas albida strain LC13 16S ribosomal RNA, partial sequence",4
"gi|2363086627|ref|NR_181570.1| Pseudomonas kielensis strain MBT-1 16S ribosomal RNA, complete sequence",4
"gi|645321373|ref|NR_118354.1| Syntrophococcus sucromutans strain S195 16S ribosomal RNA, partial sequence",4
"gi|545589118|ref|NR_044715.2| Enterocloster clostridioformis strain ATCC 25537 16S ribosomal RNA, partial sequence",4
"gi|961555250|ref|NR_134219.1| Thermomonas carbonis strain GZ436 16S ribosomal RNA, partial sequence",4
"gi|219878439|ref|NR_025578.1| Thermomonas brevis strain R-13291 16S ribosomal RNA, partial sequence",4
"gi|2221405522|ref|NR_175562.1| Thermomonas aquatica strain SY21 16S ribosomal RNA, complete sequence",4
"gi|2363085826|ref|NR_181165.1| Usitatibacter palustris strain Swamp67 16S ribosomal RNA, partial sequence",4
"gi|1269785344|ref|NR_122055.2| Snodgrassella alvi wkB2 16S ribosomal RNA, complete sequence >gi|1269785420|ref|NR_118405.2| Snodgrassella alvi wkB2 16S ribosomal RNA, complete sequence",4
"gi|1277396232|ref|NR_151943.1| Cutibacterium namnetense strain NTS 31307302 16S ribosomal RNA, partial sequence",4
"gi|1341393998|ref|NR_153670.1| Patulibacter brassicae strain SD 16S ribosomal RNA, partial sequence",4
"gi|2621112311|ref|NR_189214.1| Marnyiella aurantia strain CX-624 16S ribosomal RNA, partial sequence",4
"gi|219846083|ref|NR_025673.1| Caldimonas thermodepolymerans strain K14 16S ribosomal RNA, partial sequence",4
"gi|1171002967|ref|NR_146352.1| Paraburkholderia kirstenboschensis strain Kb15 16S ribosomal RNA, partial sequence",4
"gi|2363085101|ref|NR_180799.1| Cutibacterium porci strain WCA-380-WT-3A 16S ribosomal RNA, partial sequence",4
"gi|631251735|ref|NR_112933.1| Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",4
"gi|343200620|ref|NR_041307.1| Bacteroides intestinalis strain 341 16S ribosomal RNA, partial sequence",4
"gi|631252009|ref|NR_113207.1| Bacteroides stercorirosoris JCM 17103 16S ribosomal RNA, partial sequence",4
"gi|2363080029|ref|NR_178231.1| Steroidobacter agaridevorans strain SA29-B 16S ribosomal RNA, partial sequence",4
"gi|566084828|ref|NR_108192.1| Solirubrobacter ginsenosidimutans strain BXN5-15 16S ribosomal RNA, partial sequence",4
"gi|2180566474|ref|NR_174314.1| Bifidobacterium leontopitheci strain CCUG 73786 16S ribosomal RNA, partial sequence",4
"gi|265678892|ref|NR_029200.1| Afipia broomeae strain F186 16S ribosomal RNA, partial sequence",4
"gi|343201384|ref|NR_042110.1| Allobaculum stercoricanis DSM 13633 16S ribosomal RNA, partial sequence",4
"gi|1150406757|ref|NR_146011.1| Faecalibaculum rodentium strain ALO17 16S ribosomal RNA, partial sequence",4
"gi|2363082607|ref|NR_179550.1| Khoudiadiopia massiliensis strain Marseille-P2746 16S ribosomal RNA, partial sequence",4
"gi|1864207066|ref|NR_169360.1| Anaerococcus urinomassiliensis strain Marseille-P2143 16S ribosomal RNA, partial sequence",4
"gi|1193829149|ref|NR_147392.1| Anaerococcus mediterraneensis strain Marseille-P2765 16S ribosomal RNA, partial sequence",4
"gi|2363082045|ref|NR_179269.1| Sutterella megalosphaeroides strain 6FBBBH3 16S ribosomal RNA, partial sequence",4
"gi|1193829159|ref|NR_147402.1| Sutterella timonensis strain Marseille-P3282 16S ribosomal RNA, partial sequence",4
"gi|926663087|ref|NR_132681.1| Pigmentiphaga soli strain BS12 16S ribosomal RNA, partial sequence",4
"gi|2363085836|ref|NR_181170.1| Noviherbaspirillum arenae strain M1 16S ribosomal RNA, partial sequence",4
"gi|1520188653|ref|NR_159881.1| Epidermidibacterium keratini strain EPI-7 16S ribosomal RNA, partial sequence",4
"gi|1441204286|ref|NR_157701.1| Cumulibacter manganitolerans strain 2-36 16S ribosomal RNA, partial sequence",4
"gi|343202650|ref|NR_043036.1| Bradyrhizobium jicamae strain PAC68 16S ribosomal RNA, partial sequence",4
"gi|636559500|ref|NR_115560.1| Streptococcus mitis strain NCTC12261 16S ribosomal RNA, partial sequence",4
"gi|1040566998|ref|NR_137347.1| Sulfurifustis variabilis strain skN76 16S ribosomal RNA, partial sequence",3
"gi|444303924|ref|NR_074347.1| Thermobaculum terrenum strain ATCC BAA-798 16S ribosomal RNA, partial sequence",3
"gi|672239053|ref|NR_125642.1| Kallotenue papyrolyticum strain JKG1 16S ribosomal RNA, partial sequence",3
"gi|645321795|ref|NR_118678.1| Rickettsia sibirica strain 246 16S ribosomal RNA, partial sequence",3
"gi|1237084016|ref|NR_042754.2| Geothermobacter ehrlichii strain SS015 16S ribosomal RNA, partial sequence",3
"gi|343198792|ref|NR_043690.1| Methylotenera mobilis JLW8 16S ribosomal RNA, partial sequence",3
"gi|2363080201|ref|NR_178324.1| Paraburkholderia caballeronis strain TNe-841 16S ribosomal RNA, partial sequence",3
"gi|219846740|ref|NR_026332.1| Shigella dysenteriae strain ATCC 13313 16S ribosomal RNA, partial sequence",3
"gi|219878219|ref|NR_025358.1| Thiobacillus denitrificans strain NCIMB 9548 16S ribosomal RNA, partial sequence",3
"gi|631251447|ref|NR_112644.1| Leifsonia lichenia strain 2Sb 16S ribosomal RNA, partial sequence",3
"gi|265678437|ref|NR_028739.1| Leifsonia poae strain VKM Ac-1401 16S ribosomal RNA, partial sequence >gi|636558974|ref|NR_115031.1| Leifsonia poae strain DSM 15202 16S ribosomal RNA, partial sequence",3
"gi|343203369|ref|NR_043663.1| Leifsonia shinshuensis strain DB 102 16S ribosomal RNA, partial sequence",3
"gi|645319572|ref|NR_116969.1| Singulisphaera rosea strain S26 16S ribosomal RNA, partial sequence",3
"gi|1227086032|ref|NR_148580.1| Acidicapsa acidisoli strain SK-11 16S ribosomal RNA, partial sequence",3
"gi|2363081977|ref|NR_179235.1| Capsulimonas corticalis strain AX-7 16S ribosomal RNA, partial sequence",3
"gi|2363084673|ref|NR_180585.1| Pseudoduganella guangdongensis strain DS3 16S ribosomal RNA, partial sequence",3
"gi|645321250|ref|NR_118263.1| Sphingomonas kyungheensis strain THG-B283 16S ribosomal RNA, partial sequence",3
"gi|636560005|ref|NR_116065.1| Microbacterium soli strain DCY17 16S ribosomal RNA, partial sequence",3
"gi|631252760|ref|NR_113958.1| Lactococcus lactis subsp. hordniae strain NBRC 100931 16S ribosomal RNA, partial sequence",3
"gi|1269806089|ref|NR_074784.2| Bacteroides fragilis NCTC 9343 16S ribosomal RNA, complete sequence",3
"gi|631251738|ref|NR_112936.1| Bacteroides fragilis strain JCM 11019 16S ribosomal RNA, partial sequence",3
"gi|1269801610|ref|NR_074793.2| Oscillibacter valericigenes strain Sjm18-20 16S ribosomal RNA, complete sequence",3
"gi|1024974963|ref|NR_136878.1| Wenzhouxiangella marina strain Ma-11 16S ribosomal RNA, partial sequence",3
"gi|2221405446|ref|NR_175529.1| Wenzhouxiangella limi strain C33 16S ribosomal RNA, partial sequence",3
"gi|1013172399|ref|NR_135866.1| Jatrophihabitans soli strain KIS75-12 16S ribosomal RNA, partial sequence",3
"gi|2363082346|ref|NR_179420.1| Paracoccus onubensis strain 1011MAR3C25 16S ribosomal RNA, partial sequence",3
"gi|1491506709|ref|NR_159092.1| Apilactobacillus micheneri strain 10H 16S ribosomal RNA, partial sequence",3
"gi|444304144|ref|NR_074568.1| Rothia dentocariosa ATCC 17931 16S ribosomal RNA, partial sequence",3
"gi|343206281|ref|NR_044873.1| Rothia mucilaginosa strain DSM 20746 16S ribosomal RNA, partial sequence",3
"gi|602269356|ref|NR_044712.2| Rothia dentocariosa ATCC 17931 16S ribosomal RNA, partial sequence",3
"gi|343201716|ref|NR_042442.1| Secundilactobacillus malefermentans strain DSM 5705 16S ribosomal RNA, partial sequence",3
"gi|1179766749|ref|NR_146699.1| Microbacterium gilvum strain YIM 100951 16S ribosomal RNA, partial sequence",3
"gi|1909404375|ref|NR_170428.1| Ectopseudomonas hydrolytica strain DSWY01 16S ribosomal RNA, partial sequence",3
"gi|636560251|ref|NR_116311.1| Meiothermus taiwanensis strain LY1 16S ribosomal RNA, partial sequence",3
"gi|636560714|ref|NR_116774.1| Acinetobacter pittii DSM 21653 strain CIP 70.29 16S ribosomal RNA, partial sequence",3
"gi|507148007|ref|NR_102814.1| Acinetobacter oleivorans strain DR1 16S ribosomal RNA, partial sequence",3
"gi|343202991|ref|NR_043496.1| Streptomyces yokosukanensis strain NRRL B-3353 16S ribosomal RNA, partial sequence",3
"gi|343206287|ref|NR_044879.1| Alkalimonas delamerensis strain 1E1 16S ribosomal RNA, partial sequence",3
"gi|2363087027|ref|NR_181770.1| Metapseudomonas boanensis strain DB1 16S ribosomal RNA, partial sequence",3
"gi|636559443|ref|NR_115502.1| [Ruminococcus] torques strain GIFU 12126 16S ribosomal RNA, partial sequence",3
"gi|1315204004|ref|NR_152673.1| Flavihumibacter stibioxidans strain YS-17 16S ribosomal RNA, partial sequence",3
"gi|343201672|ref|NR_042398.1| Stigmatella erecta strain DSM 16858 16S ribosomal RNA, partial sequence",3
"gi|343201605|ref|NR_042331.1| Corallococcus macrosporus strain DSM 14697 16S ribosomal RNA, partial sequence >gi|636558660|ref|NR_114717.1| Corallococcus macrosporus strain Cc m8 16S ribosomal RNA, partial sequence",3
"gi|1269785370|ref|NR_121697.2| Clostridium perfringens ATCC 13124 16S ribosomal RNA, complete sequence",3
"gi|631252006|ref|NR_113204.1| Clostridium perfringens strain JCM 1290 16S ribosomal RNA, partial sequence",3
"gi|1146059128|ref|NR_145860.1| Bradyrhizobium viridifuturi strain SEMIA 690 16S ribosomal RNA, partial sequence >gi|1397641893|ref|NR_157003.1| Bradyrhizobium mercantei strain SEMIA 6399 16S ribosomal RNA, partial sequence",3
"gi|1146059129|ref|NR_145861.1| Bradyrhizobium embrapense strain SEMIA 6208 16S ribosomal RNA, partial sequence",3
"gi|1146059153|ref|NR_145885.1| Pseudochelatococcus lubricantis strain LR4 16S ribosomal RNA, partial sequence",3
"gi|672238945|ref|NR_125534.1| Agaricicola taiwanensis strain CC-SBABM117 16S ribosomal RNA, partial sequence",3
"gi|2363084563|ref|NR_180530.1| Streptomyces taklimakanensis strain TRM43335 16S ribosomal RNA, partial sequence",3
"gi|265678413|ref|NR_028715.1| Acidovorax temperans strain PHL 16S ribosomal RNA, partial sequence",3
"gi|343200270|ref|NR_040957.1| Heliobacterium mobile strain DSM 6151 16S ribosomal RNA, partial sequence",3
"gi|2075441682|ref|NR_172699.1| Cyanomargarita calcarea strain GSE-NOS12-04C 16S ribosomal RNA, partial sequence >gi|2075441683|ref|NR_172700.1| Cyanomargarita calcarea strain GSE-NOS12-04C 16S ribosomal RNA, partial sequence",3
"gi|2363083375|ref|NR_179936.1| Caulobacter endophyticus strain 774 16S ribosomal RNA, partial sequence",3
"gi|2363081640|ref|NR_179066.1| Caulobacter zeae strain 410 16S ribosomal RNA, partial sequence",3
"gi|228715347|ref|NR_027519.1| Staphylococcus capitis subsp. urealyticus strain MAW 8436 16S ribosomal RNA, partial sequence",3
"gi|310974930|ref|NR_036794.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",3
"gi|1269801491|ref|NR_102493.2| Klebsiella aerogenes KCTC 2190 16S ribosomal RNA, complete sequence",3
"gi|631250993|ref|NR_112190.1| Rhodoplanes tepidamans strain DSM 9987 16S ribosomal RNA, partial sequence",3
"gi|1193829157|ref|NR_147400.1| Clostridium merdae strain Marseille-P2953 16S ribosomal RNA, partial sequence",3
"gi|636560383|ref|NR_116443.1| Lactococcus cremoris subsp. tructae strain L105 16S ribosomal RNA, partial sequence",3
"gi|636558415|ref|NR_114471.1| Pseudomonas aeruginosa strain ATCC 10145 16S ribosomal RNA, partial sequence",3
"gi|645320483|ref|NR_117678.1| Pseudomonas aeruginosa strain DSM 50071 16S ribosomal RNA, partial sequence",3
"gi|631252401|ref|NR_113599.1| Pseudomonas aeruginosa strain NBRC 12689 16S ribosomal RNA, partial sequence",3
"gi|566085210|ref|NR_109021.1| Sphingobium jiangsuense strain BA-3 16S ribosomal RNA, partial sequence",3
"gi|265678777|ref|NR_029082.1| Methylorubrum populi BJ001 16S ribosomal RNA, partial sequence",3
"gi|631251907|ref|NR_113105.1| Prevotella histicola strain JCM 15637 16S ribosomal RNA, partial sequence",3
"gi|343199048|ref|NR_044407.1| Prevotella histicola strain T05-04 16S ribosomal RNA, partial sequence",3
"gi|507148088|ref|NR_102895.1| Prevotella melaninogenica ATCC 25845 16S ribosomal RNA, partial sequence",3
"gi|2363083979|ref|NR_180238.1| Granulicella sibirica strain AF10 16S ribosomal RNA, partial sequence",3
"gi|645322161|ref|NR_118972.1| Bacillus subtilis strain NCDO 1769 16S ribosomal RNA, partial sequence",3
"gi|1040567061|ref|NR_137410.1| Terriglobus albidus strain Ac_26_B10 16S ribosomal RNA, partial sequence",3
"gi|1909404423|ref|NR_170477.1| Rheinheimera sediminis strain YQF-1 16S ribosomal RNA, partial sequence",3
"gi|636558420|ref|NR_114476.1| Pseudomonas fluorescens strain ATCC 13525 16S ribosomal RNA, partial sequence",3
"gi|2136551566|ref|NR_173569.1| Methyloradius palustris strain Zm11 16S ribosomal RNA, partial sequence",3
"gi|1397641828|ref|NR_156937.1| Sulfuritortus calidifontis strain J1A 16S ribosomal RNA, partial sequence",3
"gi|1384992382|ref|NR_156158.1| Chelatococcus composti strain PC-2 16S ribosomal RNA, partial sequence",3
"gi|2363080033|ref|NR_178233.1| Polaromonas ginsengisoli strain Gsoil 115 16S ribosomal RNA, partial sequence",3
"gi|219846367|ref|NR_025958.1| Polaromonas vacuolata strain 34-P 16S ribosomal RNA, partial sequence",3
"gi|1811131484|ref|NR_165666.1| Acinetobacter chinensis strain WCHAc010005 16S ribosomal RNA, complete sequence",3
"gi|265678386|ref|NR_028688.1| Citrobacter murliniae strain CDC 2970-59 16S ribosomal RNA, partial sequence",3
"gi|265678385|ref|NR_028687.1| Citrobacter braakii strain 167 16S ribosomal RNA, partial sequence",3
"gi|343201010|ref|NR_041697.1| Citrobacter gillenii strain CDC 4693-86 16S ribosomal RNA, partial sequence",3
"gi|2363080175|ref|NR_178311.1| Faecalibacterium gallinarum strain ic1379 16S ribosomal RNA, partial sequence",3
"gi|343198427|ref|NR_041798.1| Ferrimicrobium acidiphilum strain T23 16S ribosomal RNA, partial sequence",3
"gi|2363082400|ref|NR_179447.1| Clostridium transplantifaecale strain Marseille-P8228 16S ribosomal RNA, partial sequence",3
"gi|636559427|ref|NR_115484.1| Rhodopseudomonas palustris strain ATCC 17001 16S ribosomal RNA, partial sequence",3
"gi|2363086115|ref|NR_181310.1| Noviherbaspirillum pedocola strain DKR-6 16S ribosomal RNA, partial sequence",3
"gi|219846319|ref|NR_025909.1| Alistipes putredinis strain ATCC 29800 16S ribosomal RNA, partial sequence",3
"gi|507148137|ref|NR_102944.1| Alistipes finegoldii strain DSM 17242 16S ribosomal RNA, partial sequence",3
"gi|645319937|ref|NR_117265.1| Comamonas zonglianii strain BF-3 16S ribosomal RNA, partial sequence",3
"gi|265679048|ref|NR_029356.1| Flavonifractor plautii strain 265 16S ribosomal RNA, partial sequence",3
"gi|1269785363|ref|NR_121713.2| Hyphomicrobium nitrativorans NL23 16S ribosomal RNA, complete sequence",3
"gi|2363082755|ref|NR_179626.1| Massiliimalia timonensis strain Marseille-P3753 16S ribosomal RNA, partial sequence",3
"gi|2363084984|ref|NR_180740.1| Hymenobacter busanensis strain MA3 16S ribosomal RNA, partial sequence",3
"gi|1137647772|ref|NR_145554.1| Modestobacter muralis strain MDVD1 16S ribosomal RNA, partial sequence",3
"gi|566085409|ref|NR_109451.1| Chromobacterium vaccinii strain MWU205 16S ribosomal RNA, partial sequence",3
"gi|695134884|ref|NR_117690.2| Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence",3
"gi|1909404453|ref|NR_170508.1| Duncaniella dubosii strain H5 16S ribosomal RNA, partial sequence",3
"gi|1909404454|ref|NR_170509.1| Duncaniella freteri strain TLL-A3 16S ribosomal RNA, partial sequence",3
"gi|2363083453|ref|NR_179975.1| Duncaniella muris strain 129-Nlrp6 16S ribosomal RNA, partial sequence",3
"gi|310975060|ref|NR_036924.1| Weissella cibaria strain II-I-59 16S ribosomal RNA, partial sequence",3
"gi|631252060|ref|NR_113258.1| Weissella confusa strain JCM 1093 16S ribosomal RNA, partial sequence",3
"gi|219846215|ref|NR_025805.1| Janibacter melonis strain CM2104 16S ribosomal RNA, partial sequence",3
"gi|645320880|ref|NR_117982.1| Knoellia flava TL1 16S ribosomal RNA, partial sequence",3
"gi|343201767|ref|NR_042493.1| Sphingomonas mucosissima strain CP173-2 16S ribosomal RNA, partial sequence",3
"gi|2136551632|ref|NR_173636.1| Citreicoccus inhibens strain M34 16S ribosomal RNA, complete sequence",3
"gi|310975040|ref|NR_036904.1| Staphylococcus epidermidis strain Fussel 16S ribosomal RNA, partial sequence",3
"gi|559795255|ref|NR_104846.1| Gemmiger formicilis strain X2-56 16S ribosomal RNA, partial sequence",3
"gi|1397641792|ref|NR_156901.1| Thermodesulfobium acidiphilum strain 3127-1 16S ribosomal RNA, partial sequence",3
"gi|1909404391|ref|NR_170445.1| Oleiliquidispirillum nitrogeniifigens strain 64-1 16S ribosomal RNA, partial sequence",3
"gi|343201717|ref|NR_042443.1| Latilactobacillus sakei subsp. sakei strain DSM 20017 16S ribosomal RNA, partial sequence",3
"gi|542123254|ref|NR_104208.1| Latilactobacillus sakei subsp. carnosus strain CCUG 31331 16S ribosomal RNA, partial sequence",3
"gi|631252623|ref|NR_113821.1| Latilactobacillus sakei strain NBRC 15893 16S ribosomal RNA, partial sequence",3
"gi|2363080519|ref|NR_178500.1| Segeticoccus rhizosphaerae strain YJ01 16S ribosomal RNA, partial sequence",3
"gi|2363082779|ref|NR_179638.1| Dorea phocaeensis strain Marseille-P4003 16S ribosomal RNA, partial sequence",3
"gi|645320200|ref|NR_117462.1| Melittangium lichenicola strain DSM 2275 16S ribosomal RNA, partial sequence",3
"gi|645321257|ref|NR_118268.1| Caballeronia grimmiae strain R27 16S ribosomal RNA, partial sequence",3
"gi|566085263|ref|NR_109102.1| Variovorax defluvii strain 2C1-b 16S ribosomal RNA, partial sequence",3
"gi|343206383|ref|NR_044975.1| Acinetobacter johnsonii strain Mannheim 3865/60 16S ribosomal RNA, partial sequence",3
"gi|219846722|ref|NR_026314.1| Blautia hydrogenotrophica strain S5a36 16S ribosomal RNA, partial sequence",3
"gi|1277396301|ref|NR_152012.1| Sphingomonas zeicaulis strain 541 16S ribosomal RNA, partial sequence",3
"gi|219857207|ref|NR_024835.1| Lacticaseibacillus manihotivorans strain OND 32 16S ribosomal RNA, partial sequence",3
"gi|566085140|ref|NR_108876.1| Lacticaseibacillus porcinae strain R-42633 16S ribosomal RNA, partial sequence",3
"gi|2363085635|ref|NR_181070.1| Lacticaseibacillus absianus strain YH-lac23 16S ribosomal RNA, partial sequence",3
"gi|1269271242|ref|NR_136480.2| Glutamicibacter endophyticus strain EGI 6500322 16S ribosomal RNA, complete sequence",3
"gi|219857550|ref|NR_025138.1| Cupriavidus basilensis strain DSM 11853 16S ribosomal RNA, partial sequence",3
