organism,count
"gi|2363080259|ref|NR_178354.1| Acidovorax carolinensis strain NA3 16S ribosomal RNA, partial sequence",3
"gi|566085573|ref|NR_109656.1| Paracidovorax wautersii strain NF 1078 16S ribosomal RNA, partial sequence >gi|645321445|ref|NR_118410.1| Paracidovorax wautersii strain NF 1078 16S ribosomal RNA, partial sequence",3
"gi|343201293|ref|NR_042019.1| Desulfomicrobium baculatum DSM 4028 16S ribosomal RNA, partial sequence",3
"gi|219878268|ref|NR_025407.1| Desulfomicrobium norvegicum strain DSM 1741 16S ribosomal RNA, partial sequence",3
"gi|265678477|ref|NR_028780.1| Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence",3
"gi|343200947|ref|NR_041634.1| Iamia majanohamensis strain NBRC 102561 16S ribosomal RNA, partial sequence",3
"gi|2221405390|ref|NR_175503.1| Actinacidiphila oryziradicis strain NEAU-C40 16S ribosomal RNA, partial sequence",3
"gi|219846719|ref|NR_026311.1| Salinicoccus roseus strain DSM 5351 16S ribosomal RNA, partial sequence",3
"gi|343204186|ref|NR_043749.1| Salinicoccus luteus strain YIM 70202 16S ribosomal RNA, partial sequence",3
"gi|444439592|ref|NR_074907.1| Desulfohalobium retbaense DSM 5692 16S ribosomal RNA, partial sequence",3
"gi|2363081014|ref|NR_178750.1| Kribbella capetownensis strain YM53 16S ribosomal RNA, partial sequence",3
"gi|343199062|ref|NR_044460.1| Desulfonatronospira delicata strain AHT 6 16S ribosomal RNA, partial sequence",3
"gi|659364859|ref|NR_121745.1| Gloeobacter kilaueensis JS1 16S ribosomal RNA, complete sequence",3
"gi|1864207177|ref|NR_169472.1| Paracoccus subflavus strain GY0581 16S ribosomal RNA, partial sequence",3
"gi|1864207201|ref|NR_169496.1| Modestobacter italicus strain BC 501 16S ribosomal RNA, partial sequence",3
"gi|1137647772|ref|NR_145554.1| Modestobacter muralis strain MDVD1 16S ribosomal RNA, partial sequence",3
"gi|566085590|ref|NR_109670.1| Glaciimonas singularis strain A2-57 16S ribosomal RNA, partial sequence",3
"gi|343205029|ref|NR_043850.1| Streptomyces monomycini strain NRRL B-24309 16S ribosomal RNA, partial sequence",3
"gi|444304110|ref|NR_074534.1| Isosphaera pallida strain ATCC 43644 16S ribosomal RNA, partial sequence",3
"gi|1315203965|ref|NR_152634.1| Deinococcus malanensis strain T93 16S ribosomal RNA, partial sequence",3
"gi|1779814811|ref|NR_164886.1| Deinococcus petrolearius strain 6.1 16S ribosomal RNA, partial sequence",3
"gi|1779814884|ref|NR_164959.1| Janibacter massiliensis strain Marseille-P4121 16S ribosomal RNA, partial sequence",3
"gi|2363087375|ref|NR_181944.1| Metabacillus flavus strain KIGAM252 16S ribosomal RNA, complete sequence",3
"gi|2363087373|ref|NR_181943.1| Metabacillus flavus strain KIGAM252 16S ribosomal RNA, complete sequence",3
"gi|219846423|ref|NR_026014.1| Massilia timonae strain UR/MT95 16S ribosomal RNA, partial sequence",3
"gi|1237084016|ref|NR_042754.2| Geothermobacter ehrlichii strain SS015 16S ribosomal RNA, partial sequence",3
"gi|559795322|ref|NR_104915.1| Rugamonas rubra strain MOM 28/2/79 16S ribosomal RNA, partial sequence",3
"gi|566085657|ref|NR_109752.1| Rothia endophytica strain YIM 67072 16S ribosomal RNA, partial sequence",3
"gi|2363083281|ref|NR_179889.1| Pseudomonas glycinae strain MS586 16S ribosomal RNA, complete sequence",3
"gi|343198522|ref|NR_042778.1| Streptococcus thermophilus strain ATCC 19258 16S ribosomal RNA, partial sequence",3
"gi|343198520|ref|NR_042776.1| Streptococcus salivarius strain ATCC 7073 16S ribosomal RNA, partial sequence",3
"gi|645322192|ref|NR_118998.1| Streptococcus thermophilus strain DSM 20617 16S ribosomal RNA, partial sequence",3
"gi|2363084922|ref|NR_180709.1| Paraburkholderia madseniana strain RP11 16S ribosomal RNA, partial sequence",3
"gi|645320884|ref|NR_117986.1| Brevibacillus aydinogluensis strain PDF25 16S ribosomal RNA, partial sequence",3
"gi|219846922|ref|NR_026514.1| Brevibacillus thermoruber strain BT2 16S ribosomal RNA, partial sequence",3
"gi|631251016|ref|NR_112213.1| Brevibacillus thermoruber strain DSM 7064 16S ribosomal RNA, partial sequence",3
"gi|219846674|ref|NR_026266.1| Verrucomicrobium spinosum DSM 4136 = JCM 18804 16S ribosomal RNA, partial sequence",3
"gi|265678362|ref|NR_028664.1| Streptococcus mitis strain NS51 16S ribosomal RNA, partial sequence",3
"gi|343204052|ref|NR_043735.1| Pseudogemmobacter blasticus strain KC2138 16S ribosomal RNA, partial sequence",3
"gi|343200285|ref|NR_040972.1| Levilinea saccharolytica strain KIBI-1 16S ribosomal RNA, partial sequence",3
"gi|566085320|ref|NR_109319.1| Pseudoduganella lurida strain D5 16S ribosomal RNA, partial sequence",3
"gi|343205831|ref|NR_044277.1| Novosphingobium indicum strain H25 16S ribosomal RNA, partial sequence",3
"gi|636558748|ref|NR_114805.1| Sulfuriferula plumbiphila strain Gro7 16S ribosomal RNA, partial sequence",3
"gi|343203027|ref|NR_043551.1| Lactonifactor longoviformis strain ED-Mt61/PYG-s6 16S ribosomal RNA, partial sequence",3
"gi|219846061|ref|NR_025651.1| Anaerotignum lactatifermentans strain G17 16S ribosomal RNA, partial sequence",3
"gi|559795171|ref|NR_104760.1| Methylobacillus glycogenes strain TK 0113 16S ribosomal RNA, partial sequence",3
"gi|265678730|ref|NR_029035.1| Quatrionicoccus australiensis strain Ben 117 16S ribosomal RNA, partial sequence",3
"gi|2260349445|ref|NR_176527.1| Phragmitibacter flavus strain MG-N-17 16S ribosomal RNA, partial sequence",3
"gi|2363085836|ref|NR_181170.1| Noviherbaspirillum arenae strain M1 16S ribosomal RNA, partial sequence",3
"gi|310974915|ref|NR_036779.1| Geothrix fermentans strain H5 16S ribosomal RNA, partial sequence",3
"gi|310975027|ref|NR_036891.1| Holophaga foetida strain TMBS4 16S ribosomal RNA, partial sequence",3
"gi|2621112359|ref|NR_189263.1| Mesoterricola silvestris strain W79 16S ribosomal RNA, partial sequence",3
"gi|2363085826|ref|NR_181165.1| Usitatibacter palustris strain Swamp67 16S ribosomal RNA, partial sequence",3
"gi|2363085097|ref|NR_180797.1| Clostridium porci strain WCA-389-WT-23D1 16S ribosomal RNA, partial sequence",3
"gi|961555024|ref|NR_133991.1| Caballeronia jiangsuensis strain MP-1 16S ribosomal RNA, partial sequence",3
"gi|343205663|ref|NR_044032.1| Pelobacter seleniigenes strain KM 16S ribosomal RNA, partial sequence",3
"gi|343201082|ref|NR_041769.1| Bordetella avium strain ATCC 35086 16S ribosomal RNA, partial sequence",3
"gi|1779814805|ref|NR_164880.1| Terrimonas suqianensis strain personal::C3-5 16S ribosomal RNA, partial sequence",3
"gi|1230874698|ref|NR_148859.1| Niastella vici strain DJ57 16S ribosomal RNA, partial sequence",3
"gi|645320625|ref|NR_117786.1| Desulfosoma profundi strain SPDX02-08 16S ribosomal RNA, partial sequence",3
"gi|343205987|ref|NR_044523.1| Phaselicystis flava strain SBKo001 16S ribosomal RNA, partial sequence",3
"gi|444439508|ref|NR_074823.1| Cupriavidus taiwanensis LMG 19424 16S ribosomal RNA, partial sequence",2
"gi|1491514576|ref|NR_159185.1| Acidocella aquatica strain Ok2G 16S ribosomal RNA, partial sequence",2
"gi|1240411852|ref|NR_149183.1| Hydrogenophaga laconesensis strain HWB-10 16S ribosomal RNA, partial sequence",2
"gi|2136551488|ref|NR_173491.1| Pseudodesulfovibrio alkaliphilus strain F-1 16S ribosomal RNA, partial sequence",2
"gi|2363085782|ref|NR_181143.1| Pseudodesulfovibrio cashew strain SRB007 16S ribosomal RNA, partial sequence",2
"gi|219846604|ref|NR_026196.1| Sinomonas atrocyanea strain DSM 20127 16S ribosomal RNA, partial sequence",2
"gi|974142289|ref|NR_134809.1| Sinomonas humi strain MUSC 117 16S ribosomal RNA, partial sequence",2
"gi|1269236015|ref|NR_136863.2| Sinomonas mesophila strain MPKL 26 16S ribosomal RNA, complete sequence",2
"gi|2836274944|ref|NR_197707.1| Dongia sedimenti strain R-7 16S ribosomal RNA, partial sequence",2
"gi|1779814930|ref|NR_165004.1| Ferruginivarius sediminum strain WD2A32 16S ribosomal RNA, partial sequence",2
"gi|636560224|ref|NR_116284.1| Brachymonas chironomi strain AIMA4 16S ribosomal RNA, partial sequence",2
"gi|631252929|ref|NR_114127.1| Derxia gummosa strain NBRC 102506 16S ribosomal RNA, partial sequence",2
"gi|219846241|ref|NR_025831.1| Brevundimonas bullata strain IAM 13153 16S ribosomal RNA, partial sequence",2
"gi|2363081812|ref|NR_179152.1| Brevundimonas mongoliensis strain R-10-10 16S ribosomal RNA, partial sequence",2
"gi|2180566415|ref|NR_174271.1| Leucothrix sargassi strain C3212 16S ribosomal RNA, partial sequence",2
"gi|1230874626|ref|NR_148786.1| Bacillus zhangzhouensis strain MCCC 1A08372 16S ribosomal RNA, partial sequence",2
"gi|1230874627|ref|NR_148787.1| Bacillus australimaris strain MCCC 1A05787 16S ribosomal RNA, partial sequence",2
"gi|1212229176|ref|NR_148244.1| Bacillus xiamenensis strain MCCC 1A00008 16S ribosomal RNA, partial sequence",2
"gi|645319671|ref|NR_117044.1| Pseudokineococcus lusitanus strain T2A-S27 16S ribosomal RNA, partial sequence",2
"gi|1953646755|ref|NR_171537.1| Sphingomonas mesophila strain SYSUP0001 16S ribosomal RNA, partial sequence",2
"gi|2363082940|ref|NR_179718.1| Sphingomonas edaphi strain DAC4 16S ribosomal RNA, partial sequence",2
"gi|2836274990|ref|NR_197753.1| Taklimakanibacter deserti strain SYSU D60010 16S ribosomal RNA, complete sequence",2
"gi|1270533065|ref|NR_074499.2| Rhizobium etli strain CFN 42 16S ribosomal RNA, complete sequence",2
"gi|2180566322|ref|NR_174202.1| Chitinasiproducens palmae strain JS23 16S ribosomal RNA, partial sequence",2
"gi|343199073|ref|NR_044497.1| Deinococcus gobiensis I-0 16S ribosomal RNA, partial sequence",2
"gi|1116030285|ref|NR_144743.1| Christensenella timonensis strain Marseille-P2437 16S ribosomal RNA, partial sequence",2
"gi|2363086268|ref|NR_181386.1| Gehongia tenuis strain NSJ-53 16S ribosomal RNA, partial sequence",2
"gi|2621112341|ref|NR_189245.1| Aristaeella lactis strain WTE2008 16S ribosomal RNA, partial sequence",2
"gi|1445135970|ref|NR_158009.1| Phreatobacter stygius strain YC6-17 16S ribosomal RNA, partial sequence",2
"gi|2363084490|ref|NR_180493.1| Bradyrhizobium australafricanum strain CNPSo 4015 16S ribosomal RNA, partial sequence",2
"gi|2363082968|ref|NR_179732.1| Bradyrhizobium ripae strain WR4 16S ribosomal RNA, partial sequence",2
"gi|343202651|ref|NR_043037.1| Bradyrhizobium pachyrhizi strain PAC48 16S ribosomal RNA, partial sequence",2
"gi|265678618|ref|NR_028923.1| Methylocapsa acidiphila strain B2 16S ribosomal RNA, partial sequence",2
"gi|645319720|ref|NR_117077.1| Methyloferula stellata AR4 16S ribosomal RNA, partial sequence",2
"gi|2363085694|ref|NR_181099.1| Paraflavitalea devenefica strain X16 16S ribosomal RNA, partial sequence",2
"gi|1864207040|ref|NR_169334.1| Ectopseudomonas khazarica strain TBZ2 16S ribosomal RNA, partial sequence",2
"gi|1277396293|ref|NR_152004.1| Acinetobacter lactucae strain NRRL B-41902 16S ribosomal RNA, partial sequence >gi|1277396369|ref|NR_152082.1| Acinetobacter lactucae strain JVAP01 16S ribosomal RNA, partial sequence",2
"gi|645319739|ref|NR_117114.1| Afipia carboxidovorans strain DSM 1227 16S ribosomal RNA, partial sequence",2
"gi|2363081194|ref|NR_178840.1| Blautia pseudococcoides strain YL58 16S ribosomal RNA, partial sequence",2
"gi|2363083601|ref|NR_180048.1| Lacrimispora amygdalina strain PI-S10-A1B 16S ribosomal RNA, partial sequence",2
"gi|2363085362|ref|NR_180929.1| Noviherbaspirillum galbum strain 17J57-3 16S ribosomal RNA, partial sequence",2
"gi|959494936|ref|NR_133798.1| Noviherbaspirillum suwonense strain 5410S-62 16S ribosomal RNA, partial sequence",2
"gi|636560042|ref|NR_116102.1| Aliihoeflea aestuarii strain N8 16S ribosomal RNA, partial sequence",2
"gi|636559242|ref|NR_115299.1| Acinetobacter seohaensis strain SW-100 16S ribosomal RNA, partial sequence",2
"gi|1864207054|ref|NR_169348.1| Sutterella faecalis strain KGMB03119 16S ribosomal RNA, partial sequence",2
"gi|2363082713|ref|NR_179604.1| Sutterella seckii strain Marseille-P3660 16S ribosomal RNA, partial sequence",2
"gi|343202333|ref|NR_042619.1| Bacillus isabeliae strain CVS-8 16S ribosomal RNA, partial sequence",2
"gi|343200118|ref|NR_040805.1| Brevundimonas diminuta ATCC 11568 16S ribosomal RNA, partial sequence",2
"gi|2363087029|ref|NR_181771.1| Elioraea tepida strain MS-P2 16S ribosomal RNA, complete sequence",2
"gi|2363081810|ref|NR_179151.1| Roseomonas radiodurans strain 17Sr1-1 16S ribosomal RNA, partial sequence",2
"gi|2363085334|ref|NR_180915.1| Plastoroseomonas hellenica strain R-73080 16S ribosomal RNA, partial sequence",2
"gi|1445136030|ref|NR_158070.1| Pseudokineococcus basanitobsidens strain SKC1-2 16S ribosomal RNA, partial sequence",2
"gi|219846541|ref|NR_026133.1| Novacetimonas hansenii strain NCIB 8746 16S ribosomal RNA, partial sequence",2
"gi|265678604|ref|NR_028909.1| Gluconacetobacter entanii strain LTH4560 16S ribosomal RNA, partial sequence",2
"gi|2180566411|ref|NR_174267.1| Lactococcus allomyrinae strain 1JSPR-7 16S ribosomal RNA, complete sequence",2
"gi|1779814906|ref|NR_164981.1| Ottowia flava strain GY511 16S ribosomal RNA, partial sequence",2
"gi|2363085842|ref|NR_181173.1| Teredinibacter haidensis strain Bs08 16S ribosomal RNA, partial sequence",2
"gi|636558681|ref|NR_114738.1| Thermoactinomyces intermedius strain ATCC 33205 16S ribosomal RNA, partial sequence",2
"gi|566084802|ref|NR_108141.1| Kaistia geumhonensis strain B1-1 16S ribosomal RNA, partial sequence",2
"gi|343205847|ref|NR_044302.1| Kaistia soli strain 5YN9-8 16S ribosomal RNA, partial sequence",2
"gi|636560385|ref|NR_116445.1| Rhizobium rosettiformans W3 16S ribosomal RNA, partial sequence",2
"gi|310974916|ref|NR_036780.1| Agrobacterium vitis strain K309 16S ribosomal RNA, partial sequence",2
"gi|444303956|ref|NR_074379.1| Sphaerobacter thermophilus strain DSM 20745 16S ribosomal RNA, partial sequence",2
"gi|645321369|ref|NR_118351.1| Nitrolancea hollandica Lb 16S ribosomal RNA, partial sequence",2
"gi|566085263|ref|NR_109102.1| Variovorax defluvii strain 2C1-b 16S ribosomal RNA, partial sequence",2
"gi|343201346|ref|NR_042072.1| Lysinibacillus fusiformis strain DSM 2898 16S ribosomal RNA, partial sequence",2
"gi|631251431|ref|NR_112628.1| Lysinibacillus fusiformis strain NBRC 15717 16S ribosomal RNA, partial sequence",2
"gi|631251372|ref|NR_112569.1| Lysinibacillus fusiformis strain NBRC15717 16S ribosomal RNA, partial sequence",2
"gi|2136551638|ref|NR_173642.1| Ruminococcoides bili strain IPLA60002 16S ribosomal RNA, partial sequence",2
"gi|219846340|ref|NR_025930.1| Ruminococcus bromii strain ATCC 27255 16S ribosomal RNA, partial sequence",2
"gi|636559684|ref|NR_115744.1| Rhodobacter capsulatus strain KC2137 16S ribosomal RNA, partial sequence",2
"gi|631251714|ref|NR_112912.1| Rhodopseudomonas palustris strain ATCC 17001 16S ribosomal RNA, partial sequence",2
"gi|2136551623|ref|NR_173627.1| Thermosynergistes pyruvativorans strain S15 16S ribosomal RNA, complete sequence",2
"gi|1277396194|ref|NR_151905.1| Vicinamibacter silvestris strain Ac_5_C6 16S ribosomal RNA, partial sequence",2
"gi|1397641809|ref|NR_156918.1| Luteitalea pratensis strain HEG_-6_39 16S ribosomal RNA, partial sequence",2
"gi|2296162960|ref|NR_177909.1| Pycnacronema brasiliensis isolate F 16S ribosomal RNA, partial sequence",2
"gi|2363086310|ref|NR_181407.1| Diplocloster agilis strain ASD5720 16S ribosomal RNA, complete sequence",2
"gi|1384992332|ref|NR_156081.1| Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",2
"gi|1384992331|ref|NR_156080.1| Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",2
"gi|228719040|ref|NR_027578.1| Nitrobacter hamburgensis X14 16S ribosomal RNA, partial sequence",2
"gi|310974897|ref|NR_036759.1| Microbacterium keratanolyticum strain IFO 13309 16S ribosomal RNA, partial sequence",2
"gi|2363083102|ref|NR_179799.1| Microbacterium sulfonylureivorans strain LAM7116 16S ribosomal RNA, partial sequence",2
"gi|343202493|ref|NR_042813.1| Pandoraea pnomenusa strain CCUG 38742 16S ribosomal RNA, partial sequence",2
"gi|1909404469|ref|NR_170524.1| Pandoraea eparura strain LMG 31012 16S ribosomal RNA, partial sequence",2
"gi|2363081548|ref|NR_179020.1| Pandoraea fibrosis strain 6399 16S ribosomal RNA, partial sequence",2
"gi|2363087097|ref|NR_181804.1| Bifidobacterium pluvialisilvae strain 82T24 16S ribosomal RNA, partial sequence",2
"gi|2363081138|ref|NR_178812.1| Dyella amyloliquefaciens strain DHC06 16S ribosomal RNA, partial sequence",2
"gi|636558854|ref|NR_114911.1| Pseudomonas extremaustralis 14-3 16S ribosomal RNA, partial sequence",2
"gi|310975228|ref|NR_037092.1| Pseudomonas azotoformans strain KS 0034 16S ribosomal RNA, partial sequence",2
"gi|470466903|ref|NR_074146.1| Brucella ovis ATCC 25840 16S ribosomal RNA, partial sequence",2
"gi|2363085372|ref|NR_180934.1| Pseudoxanthomonas arseniciresistens strain KAs 5-3 16S ribosomal RNA, partial sequence",2
"gi|631252775|ref|NR_113973.1| Pseudoxanthomonas mexicana strain NBRC 101034 16S ribosomal RNA, partial sequence",2
"gi|444439599|ref|NR_074914.1| Bacillus cytotoxicus strain NVH 391-98 16S ribosomal RNA, partial sequence",2
"gi|2363085832|ref|NR_181168.1| Gluconacetobacter dulcium strain LMG 1728 16S ribosomal RNA, partial sequence",2
"gi|672239015|ref|NR_125604.1| Paenirhodobacter enshiensis strain DW2-9 16S ribosomal RNA, partial sequence",2
"gi|2363080299|ref|NR_178375.1| Exiguobacterium arabatum strain RFL1109 16S ribosomal RNA, partial sequence",2
"gi|343202624|ref|NR_043005.1| Exiguobacterium aestuarii strain TF-16 16S ribosomal RNA, partial sequence",2
"gi|343202625|ref|NR_043006.1| Exiguobacterium marinum strain TF-80 16S ribosomal RNA, partial sequence",2
"gi|343201710|ref|NR_042436.1| Limosilactobacillus coleohominis DSM 14060 16S ribosomal RNA, partial sequence",2
"gi|358331479|ref|NR_042471.2| Empedobacter brevis strain LMG 4011 16S ribosomal RNA, partial sequence",2
"gi|358331477|ref|NR_042430.2| Empedobacter falsenii genomovar 1 strain NF 993 16S ribosomal RNA, partial sequence",2
"gi|631251776|ref|NR_112974.1| Empedobacter brevis strain NBRC 14943 16S ribosomal RNA, partial sequence",2
"gi|2363082386|ref|NR_179440.1| Peptoniphilus vaginalis strain KhD- 2 16S ribosomal RNA, partial sequence",2
"gi|631251923|ref|NR_113121.1| Prevotella pallens ATCC 700821 strain JCM 11140 16S ribosomal RNA, partial sequence",2
"gi|631251680|ref|NR_112878.1| Prevotella aurantiaca strain OMA31 16S ribosomal RNA, partial sequence",2
"gi|219846825|ref|NR_026417.1| Prevotella pallens strain 10371 16S ribosomal RNA, partial sequence",2
"gi|219846914|ref|NR_026506.1| Acidovorax defluvii strain BSB411 16S ribosomal RNA, partial sequence",2
"gi|343205689|ref|NR_044068.1| Rheinheimera aquimaris strain SW-353 16S ribosomal RNA, partial sequence",2
"gi|2363083527|ref|NR_180012.1| Rheinheimera mangrovi strain LHK132 16S ribosomal RNA, partial sequence",2
"gi|1491520144|ref|NR_159307.1| Rheinheimera marina strain TP462 16S ribosomal RNA, partial sequence",2
